Pos,PPG,APG,RPG,Label
C,1.4545454545454546,0.0454545454545454,1.2272727272727273,Reserva
PG,3.2857142857142856,3.0,1.0,Reserva
PG,1.0,0.25,0.0,Reserva
SG,18.26582278481013,6.544303797468355,9.291139240506327,All-Star
PF,6.88,1.0666666666666669,4.253333333333333,Reserva
SG,1.4285714285714286,0.0,0.8571428571428571,Reserva
SG,16.962025316455698,2.848101265822785,4.39240506329114,Role Player
SG,7.974683544303797,1.4683544303797469,1.9113924050632911,Reserva
C,4.0,0.6666666666666666,2.6666666666666665,Reserva
SG,3.2857142857142856,0.5238095238095238,0.8571428571428571,Reserva
PF,9.15,2.1,4.975,Reserva
PF,8.469135802469136,1.1851851851851851,4.962962962962963,Reserva
SG,8.416666666666666,1.7708333333333333,1.7291666666666667,Reserva
PG,2.3375,4.2125,2.0375,Reserva
PG,5.836734693877551,4.857142857142857,1.836734693877551,Reserva
PF,10.813333333333333,1.3066666666666666,7.573333333333333,Role Player
SG,11.082191780821915,2.5753424657534247,5.890410958904109,Role Player
SG,24.266666666666666,3.24,2.7466666666666666,Role Player
PF,30.97560975609756,2.756097560975609,11.109756097560975,Superstar
C,18.8641975308642,1.6049382716049383,10.024691358024691,All-Star
PF,16.253521126760564,2.6338028169014085,5.943661971830986,Role Player
SG,2.125,0.4583333333333333,1.0,Reserva
SG,12.066666666666666,1.6133333333333333,2.9466666666666668,Reserva
SG,6.27536231884058,0.6376811594202898,2.3043478260869565,Reserva
PF,1.761904761904762,0.3333333333333333,1.619047619047619,Reserva
PG,4.0,5.0,0.0,Reserva
SG,9.037974683544304,3.746835443037975,2.8860759493670884,Reserva
SF,2.6,0.6,1.2,Reserva
SF,1.6923076923076923,0.1538461538461538,0.4615384615384615,Reserva
SF,2.6818181818181817,1.0227272727272727,0.9545454545454546,Reserva
C,1.6666666666666667,0.1666666666666666,1.5,Reserva
SF,16.5609756097561,4.597560975609756,8.158536585365853,Role Player
SF,21.318840579710145,2.4782608695652173,6.478260869565218,Role Player
SF,7.285714285714286,1.1428571428571428,2.571428571428572,Reserva
PF,20.87804878048781,2.097560975609756,8.25609756097561,Role Player
SF,15.675,2.3375,6.1125,Role Player
SG,2.571428571428572,1.0,1.7142857142857142,Reserva
SG,6.378048780487805,7.292682926829267,4.914634146341464,Role Player
C,3.090909090909091,0.0909090909090909,1.9090909090909087,Reserva
PF,2.1153846153846154,0.2692307692307692,1.1538461538461535,Reserva
SG,24.585365853658537,3.792682926829268,3.597560975609756,Role Player
PF,12.65,1.1125,5.775,Role Player
C,3.973684210526316,0.4473684210526316,2.6052631578947367,Reserva
PG,2.2264150943396226,1.5471698113207548,0.981132075471698,Reserva
SF,14.8375,1.7875,5.275,Role Player
SG,2.0,0.3055555555555556,0.5555555555555556,Reserva
SG,3.945945945945946,1.8108108108108107,0.8648648648648649,Reserva
SF,25.07692307692308,4.089743589743589,5.935897435897436,All-Star
C,8.292682926829269,1.2926829268292683,6.878048780487805,Role Player
SG,4.6923076923076925,2.5961538461538463,1.8461538461538465,Reserva
PF,16.306451612903224,2.596774193548387,8.32258064516129,Role Player
SF,4.071428571428571,0.6428571428571429,2.5,Reserva
PF,2.260869565217391,0.6086956521739131,3.0,Reserva
C,1.3333333333333333,0.3333333333333333,1.0,Reserva
SF,12.9,2.25,2.3875,Reserva
C,2.3684210526315788,0.1578947368421052,1.605263157894737,Reserva
SF,1.95,0.25,1.3,Reserva
SF,16.114285714285714,2.2857142857142856,6.714285714285714,Role Player
PF,14.57377049180328,2.39344262295082,11.918032786885243,All-Star
C,24.32926829268293,2.8536585365853657,14.01219512195122,Superstar
C,1.5,0.1666666666666666,2.6666666666666665,Reserva
PF,3.230769230769231,0.5384615384615384,1.1538461538461535,Reserva
C,15.734177215189874,1.3037974683544304,10.075949367088608,All-Star
SF,2.571428571428572,0.3571428571428571,1.0714285714285714,Reserva
PG,6.388888888888889,1.9027777777777777,1.0694444444444444,Reserva
PG,9.98780487804878,4.085365853658536,1.451219512195122,Role Player
SF,3.257142857142857,0.2857142857142857,0.7428571428571429,Reserva
C,3.8181818181818175,0.5974025974025974,2.779220779220779,Reserva
SF,15.86842105263158,2.3026315789473686,7.526315789473684,Role Player
C,4.233333333333333,0.2833333333333333,2.533333333333333,Reserva
SF,19.67532467532468,2.987012987012987,5.779220779220779,Role Player
C,4.0,0.5348837209302325,3.72093023255814,Reserva
SG,7.571428571428571,1.5064935064935066,1.4415584415584417,Reserva
SG,23.033898305084747,2.254237288135593,2.830508474576271,Role Player
PF,4.701298701298701,0.8831168831168831,2.9220779220779223,Reserva
SF,16.475609756097562,5.414634146341464,6.670731707317073,Role Player
C,4.556962025316456,0.189873417721519,3.79746835443038,Reserva
PG,17.575,9.075,3.4,All-Star
SG,11.017543859649123,4.280701754385965,3.017543859649123,Role Player
SF,8.833333333333334,2.0694444444444446,4.291666666666667,Reserva
PG,19.58904109589041,9.123287671232877,3.4383561643835616,All-Star
SG,1.2903225806451613,0.3548387096774194,0.9032258064516128,Reserva
PF,6.243243243243243,1.8243243243243243,7.094594594594595,Role Player
C,12.358024691358024,1.0123456790123455,7.333333333333333,Role Player
C,11.073170731707316,1.2317073170731707,8.426829268292684,Role Player
SF,5.75,1.25,2.0972222222222223,Reserva
SF,12.805970149253731,2.6865671641791047,4.82089552238806,Role Player
SF,13.61038961038961,1.792207792207792,4.571428571428571,Role Player
PG,11.439024390243905,6.7560975609756095,2.6463414634146343,Role Player
SG,22.05128205128205,2.858974358974359,4.615384615384615,Role Player
PG,4.211538461538462,2.980769230769231,1.6346153846153846,Reserva
PG,12.458333333333334,5.5,4.166666666666667,Role Player
PF,10.451219512195122,1.7926829268292683,3.792682926829268,Reserva
SG,14.234567901234568,5.493827160493828,6.901234567901234,Role Player
PF,9.097560975609756,0.8780487804878049,3.7560975609756095,Reserva
C,24.304878048780488,2.0,11.98780487804878,Superstar
SF,8.768292682926829,0.8780487804878049,9.658536585365852,Role Player
C,2.6041666666666665,0.5,3.1875,Reserva
C,1.9285714285714288,0.4761904761904761,2.857142857142857,Reserva
SF,6.845070422535211,1.619718309859155,1.5774647887323945,Reserva
PF,3.571428571428572,0.3571428571428571,2.071428571428572,Reserva
PF,5.113636363636363,0.5,2.977272727272727,Reserva
SF,5.863636363636363,0.6515151515151515,2.075757575757576,Reserva
PG,3.5454545454545454,2.2987012987012987,0.7142857142857143,Reserva
PF,7.23170731707317,0.8170731707317073,5.353658536585366,Reserva
C,4.1923076923076925,1.0769230769230769,3.230769230769231,Reserva
PF,0.9032258064516128,0.2903225806451613,1.2580645161290325,Reserva
SF,6.219512195121951,1.0853658536585369,2.804878048780488,Reserva
C,10.39622641509434,1.150943396226415,6.452830188679245,Role Player
PF,16.243589743589745,3.1666666666666665,7.948717948717949,Role Player
SG,15.545454545454543,3.5584415584415585,3.142857142857143,Role Player
C,16.594594594594593,1.054054054054054,10.35135135135135,All-Star
PF,4.47457627118644,0.559322033898305,1.5084745762711864,Reserva
C,8.185714285714285,0.8,6.842857142857143,Role Player
C,0.7142857142857143,0.0714285714285714,0.9285714285714286,Reserva
SF,13.073170731707316,1.7682926829268293,3.024390243902439,Reserva
PG,0.0,0.6666666666666666,0.0,Reserva
PG,3.4571428571428573,2.685714285714285,0.5428571428571428,Reserva
C,13.887323943661972,3.2253521126760565,6.929577464788732,Role Player
PG,7.6571428571428575,4.771428571428571,2.271428571428572,Role Player
PG,2.85,1.7166666666666666,1.15,Reserva
PF,21.08974358974359,1.4615384615384617,6.717948717948718,Role Player
SF,8.906666666666666,1.4533333333333334,2.293333333333333,Reserva
PG,11.936708860759492,5.632911392405063,1.9873417721518989,Role Player
PF,3.0,0.9324324324324323,6.108108108108108,Reserva
PF,5.030769230769231,1.2153846153846153,1.5384615384615383,Reserva
SF,13.461538461538462,2.261538461538461,4.615384615384615,Role Player
C,15.5,1.7317073170731707,6.243902439024391,Role Player
C,1.6153846153846154,0.0769230769230769,2.6153846153846154,Reserva
PG,5.939024390243903,3.634146341463415,1.6829268292682926,Reserva
PG,17.243589743589745,14.538461538461538,2.641025641025641,Superstar
PF,0.3636363636363636,0.0,0.4545454545454545,Reserva
PG,10.585365853658535,5.7073170731707314,3.158536585365854,Role Player
SG,6.095238095238095,1.619047619047619,1.126984126984127,Reserva
PF,16.844444444444445,1.488888888888889,13.088888888888889,All-Star
SG,3.0,0.2941176470588235,0.6470588235294118,Reserva
PF,1.1,0.1,1.2,Reserva
SF,16.134146341463413,1.8902439024390243,4.475609756097561,Role Player
SG,18.92105263157895,5.355263157894737,2.9078947368421053,Role Player
PG,18.41975308641976,9.444444444444445,3.802469135802469,All-Star
SF,10.974683544303796,2.1012658227848102,6.974683544303797,Role Player
C,6.7560975609756095,1.2926829268292683,7.682926829268292,Role Player
C,10.085714285714284,0.6142857142857143,6.814285714285714,Role Player
PF,2.196428571428572,0.3035714285714285,2.375,Reserva
PF,17.085365853658537,3.182926829268293,8.951219512195122,Role Player
PG,11.446153846153846,3.323076923076924,1.7692307692307692,Role Player
PF,22.253164556962027,1.3670886075949369,7.531645569620253,Role Player
PF,8.8,0.8285714285714286,5.185714285714286,Reserva
PG,4.125,2.71875,0.9375,Reserva
SF,15.59493670886076,2.835443037974684,4.075949367088608,Role Player
SG,8.234567901234568,2.135802469135802,2.1481481481481484,Reserva
PG,2.363636363636364,2.090909090909091,0.7272727272727273,Reserva
PF,4.333333333333333,0.6111111111111112,1.3888888888888888,Reserva
PF,5.133333333333334,0.8833333333333333,3.783333333333333,Reserva
C,4.677966101694915,0.4576271186440678,3.745762711864407,Reserva
SG,4.0,1.35,1.025,Reserva
SF,11.727272727272728,1.8636363636363635,2.409090909090909,Reserva
SF,5.219512195121951,0.4390243902439024,1.5121951219512195,Reserva
PG,11.19047619047619,5.619047619047619,3.0793650793650795,Role Player
PF,2.0,0.0,2.0,Reserva
C,4.958333333333333,1.1527777777777777,1.6527777777777777,Reserva
PG,0.0,2.0,0.0,Reserva
PG,9.530864197530864,8.049382716049383,8.814814814814815,Role Player
PF,7.867647058823529,0.7205882352941176,5.044117647058823,Reserva
PG,9.158536585365852,5.817073170731708,2.451219512195122,Role Player
C,2.4074074074074074,0.3333333333333333,1.7777777777777777,Reserva
C,4.5,0.6833333333333333,3.3,Reserva
SG,2.5961538461538463,0.3461538461538461,1.3461538461538465,Reserva
C,10.5,0.5487804878048781,8.878048780487806,Role Player
PF,4.3090909090909095,0.3818181818181818,3.145454545454545,Reserva
SG,15.515151515151516,1.5757575757575757,4.333333333333333,Role Player
PG,5.725,2.85,1.3,Reserva
SF,26.725,2.5,6.5125,All-Star
C,4.69620253164557,0.2025316455696202,3.354430379746836,Reserva
SG,14.524390243902438,4.024390243902439,4.524390243902439,Role Player
PF,13.585365853658535,1.4146341463414631,9.75609756097561,Role Player
C,8.641975308641975,1.469135802469136,4.827160493827161,Reserva
PF,16.841463414634145,2.048780487804878,8.085365853658537,Role Player
SF,18.166666666666668,4.666666666666667,7.555555555555555,Role Player
PG,5.571428571428571,2.892857142857143,1.1428571428571428,Reserva
PF-SF,0.7142857142857143,0.0952380952380952,1.0952380952380951,Reserva
SF,6.808510638297872,1.127659574468085,1.7659574468085106,Reserva
PF,12.419753086419751,0.7037037037037037,7.962962962962963,Role Player
SG,6.756410256410256,2.6666666666666665,2.5,Reserva
SF,2.1311475409836067,0.639344262295082,0.4918032786885246,Reserva
C,4.805194805194805,0.8051948051948052,3.012987012987013,Reserva
SG,1.7857142857142858,1.6785714285714286,0.4285714285714285,Reserva
SG,6.459016393442623,1.0819672131147542,1.4426229508196722,Reserva
SF,12.709677419354838,1.5483870967741935,2.9838709677419355,Reserva
PG,1.0,0.3333333333333333,0.5,Reserva
SF,21.0625,3.6,5.975,Role Player
PG,4.670731707317073,2.817073170731707,1.4878048780487805,Reserva
SF,4.866666666666666,0.5333333333333333,1.9111111111111112,Reserva
PF,3.13953488372093,0.2790697674418604,2.069767441860465,Reserva
PG,14.059701492537313,3.074626865671642,1.805970149253732,Role Player
C,4.191176470588236,0.3676470588235294,5.279411764705882,Reserva
PG,26.545454545454547,10.5,3.878787878787879,Superstar
SF,14.153846153846152,1.7820512820512822,4.794871794871795,Role Player
SG,11.125,3.5625,2.5625,Reserva
PF,5.809523809523809,1.0714285714285714,2.7857142857142856,Reserva
PG,4.441176470588236,0.6470588235294118,0.7058823529411765,Reserva
PF,4.294117647058823,0.2352941176470588,4.676470588235294,Reserva
SG,14.142857142857142,1.5142857142857142,5.514285714285714,Role Player
SF,14.609756097560975,1.4024390243902438,4.475609756097561,Role Player
SG,14.44,4.773333333333333,4.68,Role Player
SF,5.656716417910448,0.373134328358209,3.776119402985074,Reserva
PG,8.78048780487805,3.670731707317073,1.817073170731708,Reserva
SG,4.714285714285714,1.8571428571428568,1.5714285714285714,Reserva
SF,2.2051282051282053,0.4871794871794871,1.7435897435897436,Reserva
PF,1.5833333333333333,0.3333333333333333,0.75,Reserva
PF,12.402439024390244,1.5121951219512195,4.963414634146342,Role Player
PF,1.1428571428571428,0.0,1.5714285714285714,Reserva
PF,2.3617021276595747,0.1914893617021276,2.042553191489361,Reserva
SF,27.59701492537313,4.2388059701492535,10.149253731343284,All-Star
PG,6.333333333333333,1.681818181818182,1.0757575757575757,Reserva
SG,13.645569620253164,2.7468354430379747,2.0126582278481013,Reserva
SG,6.053571428571429,1.1071428571428572,3.142857142857143,Reserva
C,4.533333333333333,0.5333333333333333,2.183333333333333,Reserva
C,14.028571428571428,1.7,10.32857142857143,All-Star
SF,4.25925925925926,1.037037037037037,2.3703703703703702,Reserva
SF,19.4,7.183333333333334,8.483333333333333,All-Star
SG,19.875,3.7625,3.2,Role Player
SG,1.6842105263157894,0.6842105263157895,0.5263157894736842,Reserva
PG,14.125,6.125,3.458333333333333,Role Player
PG,7.012345679012346,8.25925925925926,2.6666666666666665,Role Player
C,1.8902439024390243,0.2439024390243902,4.2682926829268295,Reserva
PF,7.352941176470588,1.4411764705882353,4.735294117647059,Reserva
C,12.919354838709678,2.370967741935484,7.741935483870968,Role Player
C,5.876712328767123,1.0,4.726027397260274,Reserva
PF,12.56,1.7466666666666666,5.68,Role Player
PG,5.3,2.55,0.9,Reserva
SF,8.472972972972974,1.0810810810810811,2.8783783783783785,Reserva
PG,8.682926829268293,4.195121951219512,2.2195121951219514,Role Player
C,4.7560975609756095,0.5975609756097561,4.109756097560975,Reserva
SG-SF,2.7666666666666666,0.5333333333333333,1.4333333333333331,Reserva
PF,5.132075471698113,0.5094339622641509,3.5849056603773586,Reserva
SF,3.135135135135135,0.6891891891891891,1.9054054054054053,Reserva
PF,2.1666666666666665,0.1111111111111111,0.7777777777777778,Reserva
SF,12.039473684210526,1.4078947368421053,3.4473684210526314,Reserva
C,1.5555555555555556,0.1111111111111111,1.7777777777777777,Reserva
C,6.365853658536586,1.0853658536585369,6.804878048780488,Role Player
PF,1.8333333333333333,0.1904761904761904,2.380952380952381,Reserva
SG,3.203125,0.953125,1.21875,Reserva
PF,2.769230769230769,0.1923076923076923,1.8461538461538465,Reserva
SG,21.7922077922078,2.779220779220779,4.493506493506493,Role Player
PF,20.142857142857142,2.4805194805194803,5.454545454545454,Role Player
C,3.363636363636364,1.0,2.1818181818181817,Reserva
C,9.620253164556962,1.5949367088607596,6.151898734177215,Role Player
PF,14.607843137254902,1.1372549019607845,6.96078431372549,Role Player
C,6.907894736842105,0.9078947368421052,5.144736842105263,Reserva
SF,8.238095238095237,0.5555555555555556,2.380952380952381,Reserva
PF,19.88157894736842,2.5526315789473686,6.447368421052632,Role Player
PG,15.742857142857142,3.571428571428572,2.7285714285714286,Role Player
PG,7.7894736842105265,5.723684210526316,2.276315789473684,Role Player
SF,2.388888888888889,0.1111111111111111,1.0,Reserva
SF,1.3076923076923077,0.0576923076923076,1.5192307692307692,Reserva
PF,18.43243243243243,2.202702702702702,10.256756756756756,All-Star
PG,4.890243902439025,2.8292682926829267,1.8658536585365848,Reserva
PG,3.0526315789473686,1.947368421052632,1.368421052631579,Reserva
PG,3.5135135135135136,2.22972972972973,1.5135135135135136,Reserva
PF,5.293103448275862,0.4482758620689655,5.620689655172414,Reserva
C,2.194029850746269,0.3283582089552239,2.8059701492537314,Reserva
SF,17.951219512195124,4.2317073170731705,7.182926829268292,Role Player
